Sr no,College Name,College location,College Location Type (city/ village/ town/ mega city...etc),Type of college (SF/Govt/ GIA),Department (IT/CE/EC/CH/MH/..........),Males-PHD,Males- mtech/ME,Males-Btech,Women-PHD,Women- mtech/ME,Women-Btech,Total Male,Total Female
70,"GYANMANJARI INSTITUTE OF TECHNOLOGY Bhavnagar (Constituent Institute of Gyanmanjari Innovative University) Gyanmanjari Innovative University Sidsar Road, Survey No.30, Bhavnagar-364 060 Contact No.: 07574949494 Email: admissions.acpc@gmiu.edu.in Website: https://gmiu.edu.in/",Bhavnagar,City,SF,INFORMATION TECHNOLOGY,0,3,0,0,2,0,3,2
71,"Hansaba College Of Engieering And Technology, Siddhpur (Constituent Institute of Gokul Global University) Sujanpur Patia, Opp. IOC Depot, State Highway 41, Sidhpur-384 151, Dist. Patan. Contact No.: 09099054841 Email: principal@hcet.gtc.ac.in Website: https://www.gokuluniversity.ac.in/", Siddhpur,Town,SF,CIVIL ENGINEERING,0,6,3,0,1,1,9,2
72,"Hansaba College Of Engieering And Technology, Siddhpur (Constituent Institute of Gokul Global University) Sujanpur Patia, Opp. IOC Depot, State Highway 41, Sidhpur-384 151, Dist. Patan. Contact No.: 09099054841 Email: principal@hcet.gtc.ac.in Website: https://www.gokuluniversity.ac.in/", Siddhpur,Town,SF,COMPUTER ENGINEERING,0,3,0,0,1,0,3,1
73,"Hansaba College Of Engieering And Technology, Siddhpur (Constituent Institute of Gokul Global University) Sujanpur Patia, Opp. IOC Depot, State Highway 41, Sidhpur-384 151, Dist. Patan. Contact No.: 09099054841 Email: principal@hcet.gtc.ac.in Website: https://www.gokuluniversity.ac.in/", Siddhpur,Town,SF,ELECTRICAL ENGINEERING,0,5,0,0,0,0,5,0
74,"Hansaba College Of Engieering And Technology, Siddhpur (Constituent Institute of Gokul Global University) Sujanpur Patia, Opp. IOC Depot, State Highway 41, Sidhpur-384 151, Dist. Patan. Contact No.: 09099054841 Email: principal@hcet.gtc.ac.in Website: https://www.gokuluniversity.ac.in/", Siddhpur,Town,SF,MECHANICAL ENGINEERING,0,10,0,0,0,0,10,0
75,"Indus Institute Of Tech. & Engg., Racharda, Ahmedabad (Constituent Institute of INDUS UNIVERSITY) VILLAGE: RANCHARDA, SUB. DIST. (TALUKA): KALOL DIST.: GANDHINAGAR-382115 GUJARAT, (INDIA), AHMEDABAD (A'BAD URBAN DEV. AHTHO.), GANDHINAGAR, Gujarat-382115 Contact No.: 02764350999 Email: info@indusuni.ac.in Website: https://www.indusuni.ac.in/",Ahemdabad,Mega City,SF,AUTOMOBILE ENGINEERING,1,4,0,0,0,0,5,0
76,"Indus Institute Of Tech. & Engg., Racharda, Ahmedabad (Constituent Institute of INDUS UNIVERSITY) VILLAGE: RANCHARDA, SUB. DIST. (TALUKA): KALOL DIST.: GANDHINAGAR-382115 GUJARAT, (INDIA), AHMEDABAD (A'BAD URBAN DEV. AHTHO.), GANDHINAGAR, Gujarat-382115 Contact No.: 02764350999 Email: info@indusuni.ac.in Website: https://www.indusuni.ac.in/",Ahemdabad,Mega City,SF,CIVIL ENGINEERING,4,5,0,1,1,0,9,2
77,"Indus Institute Of Tech. & Engg., Racharda, Ahmedabad (Constituent Institute of INDUS UNIVERSITY) VILLAGE: RANCHARDA, SUB. DIST. (TALUKA): KALOL DIST.: GANDHINAGAR-382115 GUJARAT, (INDIA), AHMEDABAD (A'BAD URBAN DEV. AHTHO.), GANDHINAGAR, Gujarat-382115 Contact No.: 02764350999 Email: info@indusuni.ac.in Website: https://www.indusuni.ac.in/",Ahemdabad,Mega City,SF,COMPUTER ENGINEERING,1,5,0,2,9,0,6,11
78,"Indus Institute Of Tech. & Engg., Racharda, Ahmedabad (Constituent Institute of INDUS UNIVERSITY) VILLAGE: RANCHARDA, SUB. DIST. (TALUKA): KALOL DIST.: GANDHINAGAR-382115 GUJARAT, (INDIA), AHMEDABAD (A'BAD URBAN DEV. AHTHO.), GANDHINAGAR, Gujarat-382115 Contact No.: 02764350999 Email: info@indusuni.ac.in Website: https://www.indusuni.ac.in/",Ahemdabad,Mega City,SF,COMPUTER SCIENCE & ENGINEERING,2,3,0,0,9,0,5,9
79,"Indus Institute Of Tech. & Engg., Racharda, Ahmedabad (Constituent Institute of INDUS UNIVERSITY) VILLAGE: RANCHARDA, SUB. DIST. (TALUKA): KALOL DIST.: GANDHINAGAR-382115 GUJARAT, (INDIA), AHMEDABAD (A'BAD URBAN DEV. AHTHO.), GANDHINAGAR, Gujarat-382115 Contact No.: 02764350999 Email: info@indusuni.ac.in Website: https://www.indusuni.ac.in/",Ahemdabad,Mega City,SF,ELECTRICAL ENGINEERING,2,1,0,1,3,0,3,4
80,"Indus Institute Of Tech. & Engg., Racharda, Ahmedabad (Constituent Institute of INDUS UNIVERSITY) VILLAGE: RANCHARDA, SUB. DIST. (TALUKA): KALOL DIST.: GANDHINAGAR-382115 GUJARAT, (INDIA), AHMEDABAD (A'BAD URBAN DEV. AHTHO.), GANDHINAGAR, Gujarat-382115 Contact No.: 02764350999 Email: info@indusuni.ac.in Website: https://www.indusuni.ac.in/",Ahemdabad,Mega City,SF,ELECTRONICS & COMMUNICATION ENGINEERING,2,0,0,0,3,0,2,3
81,"Indus Institute Of Tech. & Engg., Racharda, Ahmedabad (Constituent Institute of INDUS UNIVERSITY) VILLAGE: RANCHARDA, SUB. DIST. (TALUKA): KALOL DIST.: GANDHINAGAR-382115 GUJARAT, (INDIA), AHMEDABAD (A'BAD URBAN DEV. AHTHO.), GANDHINAGAR, Gujarat-382115 Contact No.: 02764350999 Email: info@indusuni.ac.in Website: https://www.indusuni.ac.in/",Ahemdabad,Mega City,SF,MECHANICAL ENGINEERING,7,9,0,1,1,0,16,2
82,"Institute of Advanced Research, Gandhinagar (Constituent Institute of Institute of Advanced Research) Institute of Advanced Research (The Puri Foundation) Koba Institutional Area, Gandhinagar - 382426 Gujarat, India Contact No.: 07961804300 Email: admissions@iar.ac.in Website: http://iar.ac.in",Gandhinagar,Mega City,SF,BIOTECHNOLOGY,17,2,0,10,4,0,19,14
83,"Institute of Advanced Research, Gandhinagar (Constituent Institute of Institute of Advanced Research) Institute of Advanced Research (The Puri Foundation) Koba Institutional Area, Gandhinagar - 382426 Gujarat, India Contact No.: 07961804300 Email: admissions@iar.ac.in Website: http://iar.ac.in",Gandhinagar,Mega City,SF,CHEMICAL ENGINEERING,17,2,0,10,4,0,19,14
84,"Institute of Advanced Research, Gandhinagar (Constituent Institute of Institute of Advanced Research) Institute of Advanced Research (The Puri Foundation) Koba Institutional Area, Gandhinagar - 382426 Gujarat, India Contact No.: 07961804300 Email: admissions@iar.ac.in Website: http://iar.ac.in",Gandhinagar,Mega City,SF,COMPUTER ENGINEERING,12,4,0,4,2,0,16,6
85,"Institute of Advanced Research, Gandhinagar (Constituent Institute of Institute of Advanced Research) Institute of Advanced Research (The Puri Foundation) Koba Institutional Area, Gandhinagar - 382426 Gujarat, India Contact No.: 07961804300 Email: admissions@iar.ac.in Website: http://iar.ac.in",Gandhinagar,Mega City,SF,INFORMATION TECHNOLOGY,12,4,0,4,2,0,16,6
86,"L.D.R.P. Institute Of Tech. & Research., Gandhinagar (Constituent Institute of KADI SARVA VISHWAVIDYALAYA) NEAR KH-5 CIRCLE, SECTOR-15, GANDHINAGAR, 382015 Contact No.: 07923241492 Email: INFO@LDRP.AC.IN Website: https://www.ldrp.ac.in/",Gandhinagar,Mega City,SF,AUTOMOBILE ENGINEERING,8,16,2,0,2,0,26,2
87,"L.D.R.P. Institute Of Tech. & Research., Gandhinagar (Constituent Institute of KADI SARVA VISHWAVIDYALAYA) NEAR KH-5 CIRCLE, SECTOR-15, GANDHINAGAR, 382015 Contact No.: 07923241492 Email: INFO@LDRP.AC.IN Website: https://www.ldrp.ac.in/",Gandhinagar,Mega City,SF,CIVIL ENGINEERING,0,1,0,1,8,0,1,9
88,"L.D.R.P. Institute Of Tech. & Research., Gandhinagar (Constituent Institute of KADI SARVA VISHWAVIDYALAYA) NEAR KH-5 CIRCLE, SECTOR-15, GANDHINAGAR, 382015 Contact No.: 07923241492 Email: INFO@LDRP.AC.IN Website: https://www.ldrp.ac.in/",Gandhinagar,Mega City,SF,COMPUTER ENGINEERING,2,13,0,0,8,0,15,8
89,"L.D.R.P. Institute Of Tech. & Research., Gandhinagar (Constituent Institute of KADI SARVA VISHWAVIDYALAYA) NEAR KH-5 CIRCLE, SECTOR-15, GANDHINAGAR, 382015 Contact No.: 07923241492 Email: INFO@LDRP.AC.IN Website: https://www.ldrp.ac.in/",Gandhinagar,Mega City,SF,ELECTRICAL ENGINEERING,3,7,0,0,4,0,10,4
90,"L.D.R.P. Institute Of Tech. & Research., Gandhinagar (Constituent Institute of KADI SARVA VISHWAVIDYALAYA) NEAR KH-5 CIRCLE, SECTOR-15, GANDHINAGAR, 382015 Contact No.: 07923241492 Email: INFO@LDRP.AC.IN Website: https://www.ldrp.ac.in/",Gandhinagar,Mega City,SF,ELECTRONICS & COMMUNICATION ENGINEERING,2,5,0,0,3,0,7,3
91,"L.D.R.P. Institute Of Tech. & Research., Gandhinagar (Constituent Institute of KADI SARVA VISHWAVIDYALAYA) NEAR KH-5 CIRCLE, SECTOR-15, GANDHINAGAR, 382015 Contact No.: 07923241492 Email: INFO@LDRP.AC.IN Website: https://www.ldrp.ac.in/",Gandhinagar,Mega City,SF,INFORMATION TECHNOLOGY,2,13,0,0,8,0,15,8
92,"L.D.R.P. Institute Of Tech. & Research., Gandhinagar (Constituent Institute of KADI SARVA VISHWAVIDYALAYA) NEAR KH-5 CIRCLE, SECTOR-15, GANDHINAGAR, 382015 Contact No.: 07923241492 Email: INFO@LDRP.AC.IN Website: https://www.ldrp.ac.in/",Gandhinagar,Mega City,SF,MECHANICAL ENGINEERING,8,16,2,0,2,0,26,2
93,"Charotar University of Science & Technology (CHARUSAT) - Chandubhai S Patel Institute Of Technology (CSPIT), Changa (Constituent Institute of Charotar University of Science and Technology) CHARUSAT Campus Off. Nadiad-Petlad Highway, Changa Anand, Gujarat, INDIA 
 Contact No.: 02697265011 
 Email: principal.cspit@charusat.ac.in 
 Website: https://www.charusat.ac.in/",Anand,City,SF,ARTIFICIAL INTELLIGENCE(AI) AND MACHINE LEARNING,8,25,6,2,17,0,39,19
94,"Charotar University of Science & Technology (CHARUSAT) - Chandubhai S Patel Institute Of Technology (CSPIT), Changa (Constituent Institute of Charotar University of Science and Technology) CHARUSAT Campus Off. Nadiad-Petlad Highway, Changa Anand, Gujarat, INDIA 
 Contact No.: 02697265011 
 Email: principal.cspit@charusat.ac.in 
 Website: https://www.charusat.ac.in/",Anand,City,SF,CIVIL ENGINEERING,5,7,0,2,4,0,12,6
95,"Charotar University of Science & Technology (CHARUSAT) - Chandubhai S Patel Institute Of Technology (CSPIT), Changa (Constituent Institute of Charotar University of Science and Technology) CHARUSAT Campus Off. Nadiad-Petlad Highway, Changa Anand, Gujarat, INDIA 
 Contact No.: 02697265011 
 Email: principal.cspit@charusat.ac.in 
 Website: https://www.charusat.ac.in/",Anand,City,SF,COMPUTER ENGINEERING,8,25,6,2,17,0,39,19
96,"Charotar University of Science & Technology (CHARUSAT) - Chandubhai S Patel Institute Of Technology (CSPIT), Changa (Constituent Institute of Charotar University of Science and Technology) CHARUSAT Campus Off. Nadiad-Petlad Highway, Changa Anand, Gujarat, INDIA 
 Contact No.: 02697265011 
 Email: principal.cspit@charusat.ac.in 
 Website: https://www.charusat.ac.in/",Anand,City,SF,"COMPUTER SCIENCE & 
 ENGINEERING",8,25,6,2,17,0,39,19
97,"Charotar University of Science & Technology (CHARUSAT) - Chandubhai S Patel Institute Of Technology (CSPIT), Changa (Constituent Institute of Charotar University of Science and Technology) CHARUSAT Campus Off. Nadiad-Petlad Highway, Changa Anand, Gujarat, INDIA 
 Contact No.: 02697265011 
 Email: principal.cspit@charusat.ac.in 
 Website: https://www.charusat.ac.in/",Anand,City,SF,ELECTRICAL ENGINEERING,2,4,0,0,1,0,6,1
98,"Charotar University of Science & Technology (CHARUSAT) - Chandubhai S Patel Institute Of Technology (CSPIT), Changa (Constituent Institute of Charotar University of Science and Technology) CHARUSAT Campus Off. Nadiad-Petlad Highway, Changa Anand, Gujarat, INDIA 
 Contact No.: 02697265011 
 Email: principal.cspit@charusat.ac.in 
 Website: https://www.charusat.ac.in/",Anand,City,SF,ELECTRONICS & COMMUNICATION ENGINEERING,8,5,0,4,3,0,13,7
99,"Charotar University of Science & Technology (CHARUSAT) - Chandubhai S Patel Institute Of Technology (CSPIT), Changa (Constituent Institute of Charotar University of Science and Technology) CHARUSAT Campus Off. Nadiad-Petlad Highway, Changa Anand, Gujarat, INDIA 
 Contact No.: 02697265011 
 Email: principal.cspit@charusat.ac.in 
 Website: https://www.charusat.ac.in/",Anand,City,SF,INFORMATION TECHNOLOGY,8,25,6,2,17,0,39,19
100,"Charotar University of Science & Technology (CHARUSAT) - Chandubhai S Patel Institute Of Technology (CSPIT), Changa (Constituent Institute of Charotar University of Science and Technology) CHARUSAT Campus Off. Nadiad-Petlad Highway, Changa Anand, Gujarat, INDIA 
 Contact No.: 02697265011 
 Email: principal.cspit@charusat.ac.in 
 Website: https://www.charusat.ac.in/",Anand,City,SF,MECHANICAL ENGINEERING,,,,,,,0,0
101,"Charotar University of Science & Technology (CHARUSAT) - Devang Patel Institute of Advance Technology And Research (DEPSTAR), Changa (Constituent Institute of CHAROTAR UNIVERSITY OF SCIENCE AND TECHNOLOGY) CHARUSAT Campus Off. Nadiad-Petlad Highway, Changa Contact No.: 02697265287 Email: principal.dptr@charusat.ac.in Website: https://www.charusat.ac.in/",Anand,City,SF,COMPUTER ENGINEERING,8,25,6,2,17,0,39,19
102,"Charotar University of Science & Technology (CHARUSAT) - Devang Patel Institute of Advance Technology And Research (DEPSTAR), Changa (Constituent Institute of CHAROTAR UNIVERSITY OF SCIENCE AND TECHNOLOGY) CHARUSAT Campus Off. Nadiad-Petlad Highway, Changa Contact No.: 02697265287 Email: principal.dptr@charusat.ac.in Website: https://www.charusat.ac.in/",Anand,City,SF,"COMPUTER SCIENCE & 
 ENGINEERING",8,25,6,2,17,0,39,19
103,"Charotar University of Science & Technology (CHARUSAT) - Devang Patel Institute of Advance Technology And Research (DEPSTAR), Changa (Constituent Institute of CHAROTAR UNIVERSITY OF SCIENCE AND TECHNOLOGY) CHARUSAT Campus Off. Nadiad-Petlad Highway, Changa Contact No.: 02697265287 Email: principal.dptr@charusat.ac.in Website: https://www.charusat.ac.in/",Anand,City,SF,INFORMATION TECHNOLOGY,8,25,6,2,17,0,39,19
104,"Institute Of Technology, Nirma University Of Science & Technology, Ahmedabad (Constituent Institute of Nirma Universitiy) 
 Sarkhej-Gandhinagar Highway, Near Gota, Post - Chandlodia, 
 Contact No.: 07971652503 
 Email: ugadmissions.it@nirmauni.ac.in 
 Website: 
 https://technology.nirmauni.ac.in/admission aid/under-graduate/b-tech/",Ahemdabad,Mega City,SF,CHEMICAL ENGINEERING,10,0,0,5,0,0,10,5
105,"Institute Of Technology, Nirma University Of Science & Technology, Ahmedabad (Constituent Institute of Nirma Universitiy) 
 Sarkhej-Gandhinagar Highway, Near Gota, Post - Chandlodia, 
 Contact No.: 07971652503 
 Email: ugadmissions.it@nirmauni.ac.in 
 Website: 
 https://technology.nirmauni.ac.in/admission aid/under-graduate/b-tech/",Ahemdabad,Mega City,SF,CIVIL ENGINEERING,16,7,0,4,2,0,23,6
106,"Institute Of Technology, Nirma University Of Science & Technology, Ahmedabad (Constituent Institute of Nirma Universitiy) 
 Sarkhej-Gandhinagar Highway, Near Gota, Post - Chandlodia, 
 Contact No.: 07971652503 
 Email: ugadmissions.it@nirmauni.ac.in 
 Website: 
 https://technology.nirmauni.ac.in/admission aid/under-graduate/b-tech/",Ahemdabad,Mega City,SF,"COMPUTER SCIENCE & 
 ENGINEERING",25,8,0,18,8,0,33,26
107,"Institute Of Technology, Nirma University Of Science & Technology, Ahmedabad (Constituent Institute of Nirma Universitiy) 
 Sarkhej-Gandhinagar Highway, Near Gota, Post - Chandlodia, 
 Contact No.: 07971652503 
 Email: ugadmissions.it@nirmauni.ac.in 
 Website: 
 https://technology.nirmauni.ac.in/admission aid/under-graduate/b-tech/",Ahemdabad,Mega City,SF,ELECTRICAL ENGINEERING,21,4,0,1,0,0,25,1
108,"Institute Of Technology, Nirma University Of Science & Technology, Ahmedabad (Constituent Institute of Nirma Universitiy) 
 Sarkhej-Gandhinagar Highway, Near Gota, Post - Chandlodia, 
 Contact No.: 07971652503 
 Email: ugadmissions.it@nirmauni.ac.in 
 Website: 
 https://technology.nirmauni.ac.in/admission aid/under-graduate/b-tech/",Ahemdabad,Mega City,SF,ELECTRONICS & COMMUNICATION ENGINEERING,17,2,0,2,2,0,19,4
109,"Institute Of Technology, Nirma University Of Science & Technology, Ahmedabad (Constituent Institute of Nirma Universitiy) 
 Sarkhej-Gandhinagar Highway, Near Gota, Post - Chandlodia, 
 Contact No.: 07971652503 
 Email: ugadmissions.it@nirmauni.ac.in 
 Website: 
 https://technology.nirmauni.ac.in/admission aid/under-graduate/b-tech/",Ahemdabad,Mega City,SF,"ELECTRONICS & 
 INSTRUMENTATION ENGINEERING",6,3,0,1,0,0,9,1
110,"Institute Of Technology, Nirma University Of Science & Technology, Ahmedabad (Constituent Institute of Nirma Universitiy) 
 Sarkhej-Gandhinagar Highway, Near Gota, Post - Chandlodia, 
 Contact No.: 07971652503 
 Email: ugadmissions.it@nirmauni.ac.in 
 Website: 
 https://technology.nirmauni.ac.in/admission aid/under-graduate/b-tech/",Ahemdabad,Mega City,SF,MECHANICAL ENGINEERING,28,5,0,1,0,0,33,1
111,"Pandit Deendayal Energy University ,Gandhinagar (Constituent Institute of Pandit Deendayal Energy University) 
 Pandit Deendayal Energy University, Knowledge Corridor, Raisan Village, Gandhinagar - 382426 Gujarat, INDIA 
 Contact No.: (079)23275078 
 Email: btechadmission@pdpu.ac.in 
 Website: https://www.pdpu.ac.in/",Gandhinagar,Mega City,SF,CHEMICAL ENGINEERING,16,0,0,3,0,0,16,3
112,"Pandit Deendayal Energy University ,Gandhinagar (Constituent Institute of Pandit Deendayal Energy University) 
 Pandit Deendayal Energy University, Knowledge Corridor, Raisan Village, Gandhinagar - 382426 Gujarat, INDIA 
 Contact No.: (079)23275078 
 Email: btechadmission@pdpu.ac.in 
 Website: https://www.pdpu.ac.in/",Gandhinagar,Mega City,SF,CIVIL ENGINEERING,19,0,0,2,0,0,19,2
113,"Pandit Deendayal Energy University ,Gandhinagar (Constituent Institute of Pandit Deendayal Energy University) 
 Pandit Deendayal Energy University, Knowledge Corridor, Raisan Village, Gandhinagar - 382426 Gujarat, INDIA 
 Contact No.: (079)23275078 
 Email: btechadmission@pdpu.ac.in 
 Website: https://www.pdpu.ac.in/",Gandhinagar,Mega City,SF,COMPUTER ENGINEERING,18,1,0,7,0,0,19,7
114,"Pandit Deendayal Energy University ,Gandhinagar (Constituent Institute of Pandit Deendayal Energy University) 
 Pandit Deendayal Energy University, Knowledge Corridor, Raisan Village, Gandhinagar - 382426 Gujarat, INDIA 
 Contact No.: (079)23275078 
 Email: btechadmission@pdpu.ac.in 
 Website: https://www.pdpu.ac.in/",Gandhinagar,Mega City,SF,ELECTRICAL ENGINEERING,13,0,0,3,1,0,13,4
115,"Pandit Deendayal Energy University ,Gandhinagar (Constituent Institute of Pandit Deendayal Energy University) 
 Pandit Deendayal Energy University, Knowledge Corridor, Raisan Village, Gandhinagar - 382426 Gujarat, INDIA 
 Contact No.: (079)23275078 
 Email: btechadmission@pdpu.ac.in 
 Website: https://www.pdpu.ac.in/",Gandhinagar,Mega City,SF,ELECTRONICS & COMMUNICATION ENGINEERING,7,0,0,1,0,0,7,1
116,"Pandit Deendayal Energy University ,Gandhinagar (Constituent Institute of Pandit Deendayal Energy University) 
 Pandit Deendayal Energy University, Knowledge Corridor, Raisan Village, Gandhinagar - 382426 Gujarat, INDIA 
 Contact No.: (079)23275078 
 Email: btechadmission@pdpu.ac.in 
 Website: https://www.pdpu.ac.in/",Gandhinagar,Mega City,SF,"INFORMATION & 
 COMMUNICATION TECHNOLOGY",16,0,0,1,0,0,16,1
117,"Pandit Deendayal Energy University ,Gandhinagar (Constituent Institute of Pandit Deendayal Energy University) 
 Pandit Deendayal Energy University, Knowledge Corridor, Raisan Village, Gandhinagar - 382426 Gujarat, INDIA 
 Contact No.: (079)23275078 
 Email: btechadmission@pdpu.ac.in 
 Website: https://www.pdpu.ac.in/",Gandhinagar,Mega City,SF,MECHANICAL ENGINEERING,31,0,0,0,0,,31,0
118,"Pandit Deendayal Energy University ,Gandhinagar (Constituent Institute of Pandit Deendayal Energy University) 
 Pandit Deendayal Energy University, Knowledge Corridor, Raisan Village, Gandhinagar - 382426 Gujarat, INDIA 
 Contact No.: (079)23275078 
 Email: btechadmission@pdpu.ac.in 
 Website: https://www.pdpu.ac.in/",Gandhinagar,Mega City,SF,PETROLEUM ENGINEERING,17,0,0,1,0,0,17,1
119,"School of Engg. and Applied Science, Ahmedabad University, Ahmedabad (Constituent Institute of Ahmedabad University, Ahmedabad) GICT Building, Commerce Six Roads Navrangpura, Ahmedabad 380009 Gujarat, India Contact No.: 079 61911113 Email: info@ahduni.edu.in Website: https://ahduni.edu.in/",Ahemdabad,Mega City,SF,CHEMICAL ENGINEERING,4,1,0,5,0,0,5,5
120,"School of Engg. and Applied Science, Ahmedabad University, Ahmedabad (Constituent Institute of Ahmedabad University, Ahmedabad) GICT Building, Commerce Six Roads Navrangpura, Ahmedabad 380009 Gujarat, India Contact No.: 079 61911113 Email: info@ahduni.edu.in Website: https://ahduni.edu.in/",Ahemdabad,Mega City,SF,"COMPUTER SCIENCE & 
 ENGINEERING",9,2,0,3,0,0,11,3
121,"School of Engg. and Applied Science, Ahmedabad University, Ahmedabad (Constituent Institute of Ahmedabad University, Ahmedabad) GICT Building, Commerce Six Roads Navrangpura, Ahmedabad 380009 Gujarat, India Contact No.: 079 61911113 Email: info@ahduni.edu.in Website: https://ahduni.edu.in/",Ahemdabad,Mega City,SF,MECHANICAL ENGINEERING,6,2,0,1,0,0,8,1
122,"Madhuben & Bhanubhai Patel Institute of Technology, New V.V.Nagar (Constituent Institute of THE CHARUTAR VIDYA MANDAL UNIVERSITY) Madhuben and Bhanubhai Patel Institute of Technology, Post Box No. 08, Beyond Vithal Udyognagar, New Vallabh Vidyanagar Contact No.: 02692-230823 Email: info@mbit.edu.in Website: https://www.mbit.edu.in",Anand,City,SF,COMPUTER ENGINEERING,1,11,0,2,5,0,12,7
123,"Madhuben & Bhanubhai Patel Institute of Technology, New V.V.Nagar (Constituent Institute of THE CHARUTAR VIDYA MANDAL UNIVERSITY) Madhuben and Bhanubhai Patel Institute of Technology, Post Box No. 08, Beyond Vithal Udyognagar, New Vallabh Vidyanagar Contact No.: 02692-230823 Email: info@mbit.edu.in Website: https://www.mbit.edu.in",Anand,City,SF,INFORMATION TECHNOLOGY,1,4,0,1,7,0,5,8
124,"Noble Engineering College, Junagadh (Constituent Institute of Noble University) Junagadh-Bhesan Road, Via. Vadal, Dist. Junagadh 362310 Phone: 0285-2680244 Fax: 0285-2680255 Contact No.: 09824299961 Email: info@ngivbt.edu.in Website: https://nobleuniversity.ac.in/",Junagadh,City,SF,CIVIL ENGINEERING,0,5,0,1,0,2,5,3
125,"Noble Engineering College, Junagadh (Constituent Institute of Noble University) Junagadh-Bhesan Road, Via. Vadal, Dist. Junagadh 362310 Phone: 0285-2680244 Fax: 0285-2680255 Contact No.: 09824299961 Email: info@ngivbt.edu.in Website: https://nobleuniversity.ac.in/",Junagadh,City,SF,COMPUTER SCIENCE & ENGINEERING,0,5,2,0,6,2,7,8
126,"Noble Engineering College, Junagadh (Constituent Institute of Noble University) Junagadh-Bhesan Road, Via. Vadal, Dist. Junagadh 362310 Phone: 0285-2680244 Fax: 0285-2680255 Contact No.: 09824299961 Email: info@ngivbt.edu.in Website: https://nobleuniversity.ac.in/",Junagadh,City,SF,ELECTRICAL ENGINEERING,0,4,3,0,0,0,7,0
127,"Noble Engineering College, Junagadh (Constituent Institute of Noble University) Junagadh-Bhesan Road, Via. Vadal, Dist. Junagadh 362310 Phone: 0285-2680244 Fax: 0285-2680255 Contact No.: 09824299961 Email: info@ngivbt.edu.in Website: https://nobleuniversity.ac.in/",Junagadh,City,SF,MECHANICAL ENGINEERING,0,4,4,0,0,0,8,0
128,"R.K. University - School of Engineering, Rajkot (Constituent Institute of RK University) Rajkot-Bhavnagar Highway, Kasturbadham, Rajkot - 360020 Contact No.: 09909952030 Email: admissions@rku.ac.in Website: https://rku.ac.in/",Rajkot,City,SF,CIVIL ENGINEERING,0,6,0,0,3,0,6,3
129,"R.K. University - School of Engineering, Rajkot (Constituent Institute of RK University) Rajkot-Bhavnagar Highway, Kasturbadham, Rajkot - 360020 Contact No.: 09909952030 Email: admissions@rku.ac.in Website: https://rku.ac.in/",Rajkot,City,SF,COMPUTER ENGINEERING,5,7,4,2,12,5,16,19
130,"R.K. University - School of Engineering, Rajkot (Constituent Institute of RK University) Rajkot-Bhavnagar Highway, Kasturbadham, Rajkot - 360020 Contact No.: 09909952030 Email: admissions@rku.ac.in Website: https://rku.ac.in/",Rajkot,City,SF,ELECTRICAL ENGINEERING,2,13,0,0,3,0,15,3
131,"R.K. University - School of Engineering, Rajkot (Constituent Institute of RK University) Rajkot-Bhavnagar Highway, Kasturbadham, Rajkot - 360020 Contact No.: 09909952030 Email: admissions@rku.ac.in Website: https://rku.ac.in/",Rajkot,City,SF,INFORMATION TECHNOLOGY,5,7,4,2,12,5,16,19
132,"R.K. University - School of Engineering, Rajkot (Constituent Institute of RK University) Rajkot-Bhavnagar Highway, Kasturbadham, Rajkot - 360020 Contact No.: 09909952030 Email: admissions@rku.ac.in Website: https://rku.ac.in/",Rajkot,City,SF,MECHANICAL ENGINEERING,2,10,0,0,0,0,12,0
133,"Government Engineering College, Dahod ZALOD ROAD, DAHOD 389151, DAHOD, DAHOD, Gujarat, 389151 
  Contact No.: 02673 - 299115 
  Email: gec-dahod-dte@gujarat.gov.in 
  Website: http://www.gecdahod.ac.in/",Dahod,City,Govt,CIVIL ENGINEERING,0,5,0,1,1,0,5,2
134,"Government Engineering College, Dahod ZALOD ROAD, DAHOD 389151, DAHOD, DAHOD, Gujarat, 389151 
  Contact No.: 02673 - 299115 
  Email: gec-dahod-dte@gujarat.gov.in 
  Website: http://www.gecdahod.ac.in/",Dahod,City,Govt,COMPUTER ENGINEERING,1,6,1,0,2,0,8,2
135,"Government Engineering College, Dahod ZALOD ROAD, DAHOD 389151, DAHOD, DAHOD, Gujarat, 389151 
  Contact No.: 02673 - 299115 
  Email: gec-dahod-dte@gujarat.gov.in 
  Website: http://www.gecdahod.ac.in/",Dahod,City,Govt,ELECTRICAL ENGINEERING,2,4,0,0,2,0,6,2
136,"Government Engineering College, Dahod ZALOD ROAD, DAHOD 389151, DAHOD, DAHOD, Gujarat, 389151 
  Contact No.: 02673 - 299115 
  Email: gec-dahod-dte@gujarat.gov.in 
  Website: http://www.gecdahod.ac.in/",Dahod,City,Govt,ELECTRONICS & COMMUNICATION ENGINEERING,1,5,0,0,2,0,6,2
137,"Government Engineering College, Dahod ZALOD ROAD, DAHOD 389151, DAHOD, DAHOD, Gujarat, 389151 
  Contact No.: 02673 - 299115 
  Email: gec-dahod-dte@gujarat.gov.in 
  Website: http://www.gecdahod.ac.in/",Dahod,City,Govt,MECHANICAL ENGINEERING,8,13,1,0,0,0,22,0
